0,1,2,3,4,5,6,7,8
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07843122723326558,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333322283118218,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08823503953285537,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08823503953285537,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08823503953285537,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08823503953285537,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.09313747243270032,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333322283118218,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333322283118218,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08333322283118218,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08333322283118218,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333322283118218,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07352931777057728,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06372541270997238,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.058823417112055784,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06372541270997238,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.058823417112055784,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.058823417112055784,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.058823417112055784,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06372541270997238,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05392151096226089,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05392151096226089,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.058823417112055784,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05392151096226089,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.049019515364344284,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05392151096226089,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05392151096226089,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05392151096226089,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05392151096226089,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06372541270997238,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06372541270997238,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06372541270997238,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07352931777057728,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07352931777057728,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07352931777057728,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06862732217266068,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05392151096226089,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06372541270997238,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06372541270997238,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06372541270997238,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.058823417112055784,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.06372541270997238,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07352931777057728,0.0023112507408874963
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.09313747243270032,0.0023112507408874963
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.10294145700274673,0.0030816686750713626
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.10294145700274673,0.0030816686750713626
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10294145700274673,0.0030816686750713626
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10294145700274673,0.0030816686750713626
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.10294145700274673,0.004622494337892088
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10294145700274673,0.005392915844017406
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11764700649456819,0.005392915844017406
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11764700649456819,0.005392915844017406
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11764700649456819,0.005392915844017406
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11764700649456819,0.005392915844017406
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12254856479055645,0.005392915844017406
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12745099769040139,0.005392915844017406
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15196053837805606,0.005392915844017406
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.16176452957388926,0.005392915844017406
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16176452957388926,0.006163337350142725
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17156852076972248,0.006163337350142725
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17156852076972248,0.006163337350142725
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1911765031613889,0.010785831688034812
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20588205265321036,0.010785831688034812
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21078361094919862,0.011556253874529932
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23529401298913638,0.011556253874529932
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23529401298913638,0.011556253874529932
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2450980041849696,0.011556253874529932
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2450980041849696,0.011556253874529932
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2450980041849696,0.010785831688034812
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2450980041849696,0.010785831688034812
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2450980041849696,0.011556253874529932
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2450980041849696,0.011556253874529932
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25490199538080277,0.009244988675784176
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25490199538080277,0.009244988675784176
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25980356692836465,0.013867519073275688
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3088235229075307,0.01232667470028545
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3284306306953404,0.014637939899031206
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3284306306953404,0.014637939899031206
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.34313704153944496,0.015408326706296702
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3088235229075307,0.01694916971854734
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3088235229075307,0.0531586641344801
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3382346218911736,0.0531586641344801
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.34313704153944496,0.057010776427695295
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35294103273527816,0.057010776427695295
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35784260428284,0.057010776427695295
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.39705854256302564,0.057010776427695295
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.39215612291475427,0.058551759596124825
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40686253375885884,0.058551759596124825
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3823521317189211,0.058551759596124825
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37745056017135925,0.058551759596124825
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37745056017135925,0.058551759596124825
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35784260428284,0.05778126529043086
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35294103273527816,0.057010776427695295
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35294103273527816,0.057010776427695295
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3480386130870068,0.057010776427695295
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3480386130870068,0.05392915844017407
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3382346218911736,0.05392915844017407
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33333305034361177,0.05392915844017407
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3235290591477785,0.05392915844017407
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27941154932003104,0.05392915844017407
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17647007906571074,0.05392915844017407
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15686209667404433,0.05392915844017407
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1372549888862346,0.0531586641344801
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11764700649456819,0.0531586641344801
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12254856479055645,0.0531586641344801
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11764700649456819,0.0531586641344801
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11274458684629683,0.04314332675213925
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10784302192452178,0.04083220579179119
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09313747243270032,0.02850542359307727
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08333322283118218,0.02850542359307727
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07843122723326558,0.031587109617578546
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07352931777057728,0.010015410181909495
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.058823417112055784,0.010015410181909495
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.01309709688678057
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.01309709688678057
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.01309709688678057
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05392151096226089,0.01309709688678057
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.049019515364344284,0.01232667470028545
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.049019515364344284,0.010785831688034812
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.049019515364344284,0.010785831688034812
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.049019515364344284,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.044117605901656,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05392151096226089,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05392151096226089,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05392151096226089,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05392151096226089,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.058823417112055784,0.010785831688034812
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.058823417112055784,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05392151096226089,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.034313704153944496,0.010785831688034812
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05392151096226089,0.010785831688034812
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07352931777057728,0.010785831688034812
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06862732217266068,0.010785831688034812
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.010785831688034812
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06862732217266068,0.010785831688034812
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07352931777057728,0.010785831688034812
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07352931777057728,0.023882928574815384
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08333322283118218,0.023882928574815384
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09803903072868857,0.015408326706296702
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10294145700274673,0.015408326706296702
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.10784302192452178,0.015408326706296702
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.10784302192452178,0.015408326706296702
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.10784302192452178,0.018490012730797974
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.11274458684629683,0.022342085562564746
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11764700649456819,0.022342085562564746
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12254856479055645,0.02542377294780562
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12745099769040139,0.0369800962200552
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15686209667404433,0.041602697376005957
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16176452957388926,0.046995433602396046
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21078361094919862,0.05007705158991727
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24019558453669823,0.05007705158991727
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2450980041849696,0.0516180347583468
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25980356692836465,0.0516180347583468
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3186266394995072,0.0516180347583468
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.34313704153944496,0.0516180347583468
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36764659547867323,0.0516180347583468
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.39705854256302564,0.0516180347583468
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4117641053064207,0.0516180347583468
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4166665249546921,0.0516180347583468
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.42646964154666855,0.0516180347583468
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4460776504414822,0.05084754589561124
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45098004358660637,0.05084754589561124
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4460776504414822,0.05084754589561124
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4460776504414822,0.05084754589561124
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.45098004358660637,0.05624028212200133
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.45098004358660637,0.054699652745868035
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4460776504414822,0.054699652745868035
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.45098004358660637,0.05238852906404077
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.45098004358660637,0.057010776427695295
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45588164163731537,0.055470147051562
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5147055888123147,0.0516180347583468
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.622548590859476,0.05392915844017407
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6274501359038906,0.04314332675213925
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6274501359038906,0.04237283516792449
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.622548590859476,0.03389833943709468
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6127445996636428,0.023882928574815384
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5980381623163911,0.02773500004584255
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.57352863488031,0.172573307008557
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5343126700969771,0.2650235448372158
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5343126700969771,0.27503889310547347
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5343126700969771,0.3328201638388627
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5196071338567293,0.3328201638388627
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49019516026922966,0.35670295089675963
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49019516026922966,0.36671901763552656
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49019516026922966,0.3836662564645802
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47058717787756327,0.3836662564645802
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4362736327425018,0.38289579481663666
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4460776504414822,0.3836662564645802
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4460776504414822,0.3836662564645802
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42646964154666855,0.3836662564645802
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3725481405230879,0.3836662564645802
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.37745056017135925,0.3836662564645802
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.39215612291475427,0.3836662564645802
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.39215612291475427,0.3836662564645802
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39215612291475427,0.3836662564645802
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.38725455136719245,0.3836662564645802
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4215680965022539,0.3836662564645802
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.42646964154666855,0.3836662564645802
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.42646964154666855,0.3836662564645802
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.47058717787756327,0.3836662564645802
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47548962402898176,0.3836662564645802
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4950976064206482,0.38135478443341514
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48039116907339646,0.38135478443341514
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47548962402898176,0.38058432278547155
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.46078403478243957,0.3744239389206326
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45588164163731537,0.3744239389206326
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4215680965022539,0.378276377791352
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.40686253375885884,0.3790468829829628
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4215680965022539,0.3790468829829628
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4313720876980871,0.37981738817457356
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4362736327425018,0.37981738817457356
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4411760788939203,0.37981738817457356
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4362736327425018,0.37981738817457356
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4362736327425018,0.3713419616978567
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4117641053064207,0.015408326706296702
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4019601141105875,0.013867519073275688
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3480386130870068,0.013867519073275688
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3235290591477785,0.013867519073275688
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34313704153944496,0.01309709688678057
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3284306306953404,0.010015410181909495
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3088235229075307,0.017719590544302857
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3382346218911736,0.017719590544302857
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3382346218911736,0.02619419377356114
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34313704153944496,0.02927584441883279
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39215612291475427,0.02927584441883279
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39215612291475427,0.030046265244588307
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.39705854256302564,0.030046265244588307
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40686253375885884,0.03775059052574917
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.40686253375885884,0.03775059052574917
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.40686253375885884,0.03852072559618849
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4019601141105875,0.040061711486097225
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.40686253375885884,0.045454450433966516
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.39705854256302564,0.045454450433966516
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.40686253375885884,0.045454450433966516
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.40686253375885884,0.04622494473966048
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4117641053064207,0.04622494473966048
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42646964154666855,0.046995433602396046
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42646964154666855,0.04314332675213925
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4117641053064207,0.043913821057833216
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.42646964154666855,0.040061711486097225
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4215680965022539,0.040061711486097225
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4313720876980871,0.040061711486097225
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4215680965022539,0.040061711486097225
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4215680965022539,0.040061711486097225
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4362736327425018,0.040061711486097225
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4411760788939203,0.040061711486097225
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.45588164163731537,0.04083220579179119
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.485293615224815,0.03852072559618849
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.49019516026922966,0.03929121990188246
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.485293615224815,0.03929121990188246
